Date,Close,Daily_Return
2012-12-12,1428.48,0.00044822949350065144
2012-12-13,1419.45,-0.006321404569892497
2012-12-14,1413.58,-0.0041354045581035725
2012-12-17,1430.36,0.011870569759051541
2012-12-18,1446.79,0.01148661875332091
2012-12-19,1435.81,-0.007589214744365136
2012-12-20,1443.69,0.0054881913345081745
2012-12-21,1430.15,-0.009378744744370282
2012-12-24,1426.66,-0.0024403034646715005
2012-12-26,1419.83,-0.004787405548624113
2012-12-27,1418.1,-0.0012184557306156307
2012-12-28,1402.43,-0.011049996474155499
2012-12-31,1426.19,0.01694202206170714
2013-01-02,1462.42,0.02540334738008254
2013-01-03,1459.37,-0.0020855841687067445
2013-01-04,1466.47,0.004865113028224677
2013-01-07,1461.89,-0.0031231460582213932
2013-01-08,1457.15,-0.0032423780174979377
2013-01-09,1461.02,0.0026558693339737705
2013-01-10,1472.12,0.007597431931116505
2013-01-11,1472.05,-4.755047142890323e-05
2013-01-14,1470.68,-0.0009306749091402278
2013-01-15,1472.34,0.0011287295672748332
2013-01-16,1472.63,0.00019696537484570342
2013-01-17,1480.94,0.00564296530696784
2013-01-18,1485.98,0.0034032438856401726
2013-01-22,1492.56,0.004428054213380994
2013-01-23,1494.81,0.0015074770863483522
2013-01-24,1494.82,6.689813421001389e-06
2013-01-25,1502.96,0.005445471695588733
2013-01-28,1500.18,-0.0018496832916378159
2013-01-29,1507.84,0.0051060539401937
2013-01-30,1501.96,-0.003899617996604321
2013-01-31,1498.11,-0.0025633172654399017
2013-02-01,1513.17,0.010052666359613216
2013-02-04,1495.71,-0.011538690299173315
2013-02-05,1511.29,0.01041645773579103
2013-02-06,1512.12,0.0005491996903306262
2013-02-07,1509.39,-0.0018054122688674346
2013-02-08,1517.93,0.005657914786768137
2013-02-11,1517.01,-0.0006060885548082595
2013-02-12,1519.43,0.0015952432745993672
2013-02-13,1520.33,0.0005923273859276268
2013-02-14,1521.38,0.0006906395322070491
2013-02-15,1519.79,-0.0010451037873510094
2013-02-19,1530.94,0.007336539916699136
2013-02-20,1511.95,-0.01240414385932831
2013-02-21,1502.42,-0.0063031184893680425
2013-02-22,1515.6,0.008772513677932858
2013-02-25,1487.85,-0.018309580364212152
2013-02-26,1496.94,0.006109486843431933
2013-02-27,1515.99,0.012725960960359162
2013-02-28,1514.68,-0.000864121794998618
2013-03-01,1518.2,0.002323923204901268
2013-03-04,1525.2,0.004610723224871549
2013-03-05,1539.79,0.009565958562811394
2013-03-06,1541.46,0.0010845634794356407
2013-03-07,1544.26,0.0018164597200056587
2013-03-08,1551.18,0.004481110693795198
2013-03-11,1556.22,0.00324913936487059
2013-03-12,1552.48,-0.0024032591792934044
2013-03-13,1554.52,0.0013140265897144676
2013-03-14,1563.23,0.005603015721894922
2013-03-15,1560.7,-0.0016184438630272302
2013-03-18,1552.1,-0.005510347920804848
2013-03-19,1548.34,-0.002422524321886499
2013-03-20,1558.71,0.006697495382151253
2013-03-21,1545.8,-0.008282490007762933
2013-03-22,1556.89,0.007174278690645686
2013-03-25,1551.69,-0.0033399919069426742
2013-03-26,1563.77,0.007785060160212298
2013-03-27,1562.85,-0.0005883218120312783
2013-03-28,1569.19,0.004056691301148607
2013-04-01,1562.17,-0.0044736456388327905
2013-04-02,1570.25,0.005172292388152311
2013-04-03,1553.69,-0.010546091386721801
2013-04-04,1559.98,0.004048426648816772
2013-04-05,1553.28,-0.004294926858036674
2013-04-08,1563.07,0.006302791512154959
2013-04-09,1568.61,0.003544307036792871
2013-04-10,1587.73,0.012189135604133705
2013-04-11,1593.37,0.003552241250086574
2013-04-12,1588.85,-0.0028367548027137257
2013-04-15,1552.36,-0.02296629637788339
2013-04-16,1574.57,0.014307248318689014
2013-04-17,1552.01,-0.01432772121912651
2013-04-18,1541.61,-0.006700987751367626
2013-04-19,1555.25,0.008847892787410716
2013-04-22,1562.5,0.004661629963028435
2013-04-23,1578.78,0.010419200000000073
2013-04-24,1578.79,6.3340047378179776e-06
2013-04-25,1585.16,0.004034735461967864
2013-04-26,1582.24,-0.0018420853415428429
2013-04-29,1593.61,0.007186014763878923
2013-04-30,1597.57,0.0024849241658875254
2013-05-01,1582.7,-0.009307886352397654
2013-05-02,1597.59,0.009407973715801932
2013-05-03,1614.42,0.010534617768013232
2013-05-06,1617.5,0.00190780589933226
2013-05-07,1625.96,0.005230293663060381
2013-05-08,1632.69,0.004139093212625067
2013-05-09,1626.67,-0.0036871665778561713
2013-05-10,1633.7,0.004321712455507276
2013-05-13,1633.77,4.284752402528014e-05
2013-05-14,1650.34,0.01014218647667664
2013-05-15,1658.78,0.005114097701079734
2013-05-16,1650.47,-0.005009705928453401
2013-05-17,1667.47,0.01030009633619522
2013-05-20,1666.29,-0.0007076589084061835
2013-05-21,1669.16,0.001722389259972923
2013-05-22,1655.35,-0.008273622660500024
2013-05-23,1650.51,-0.0029238529616092412
2013-05-24,1649.6,-0.0005513447358695966
2013-05-28,1660.06,0.006340931134820593
2013-05-29,1648.36,-0.007047938026336409
2013-05-30,1654.41,0.0036703147370720224
2013-05-31,1630.74,-0.014307215261029627
2013-06-03,1640.42,0.005935955455805386
2013-06-04,1631.38,-0.005510783823654886
2013-06-05,1608.9,-0.013779744755973433
2013-06-06,1622.56,0.008490272857231584
2013-06-07,1643.38,0.012831574795385103
2013-06-10,1642.81,-0.0003468461341870066
2013-06-11,1626.13,-0.010153334834825611
2013-06-12,1612.52,-0.008369564548959874
2013-06-13,1636.36,0.014784312752710083
2013-06-14,1626.73,-0.0058850130778067555
2013-06-17,1639.04,0.007567328321233413
2013-06-18,1651.81,0.007791146036704388
2013-06-19,1628.93,-0.01385147202160053
2013-06-20,1588.19,-0.025010282823694108
2013-06-21,1592.43,0.002669705765683039
2013-06-24,1573.09,-0.012144960846002695
2013-06-25,1588.03,0.009497231563356134
2013-06-26,1603.26,0.00959049892004571
2013-06-27,1613.2,0.006199867769419942
2013-06-28,1606.28,-0.004289610711629144
2013-07-01,1614.96,0.0054037901237642405
2013-07-02,1614.08,-0.0005449051369693647
2013-07-03,1615.41,0.0008239988104679075
2013-07-05,1631.89,0.010201744448777639
2013-07-08,1640.46,0.005251579456948763
2013-07-09,1652.32,0.007229679480145856
2013-07-10,1652.62,0.00018156289338633336
2013-07-11,1675.02,0.013554235093367062
2013-07-12,1680.19,0.0030865303100859887
2013-07-15,1682.5,0.0013748445116326113
2013-07-16,1676.26,-0.0037087667161961324
2013-07-17,1680.91,0.0027740326679632776
2013-07-18,1689.37,0.005032988083835344
2013-07-19,1692.09,0.0016100676583579165
2013-07-22,1695.53,0.00203298878901248
2013-07-23,1692.39,-0.0018519283056034341
2013-07-24,1685.94,-0.0038111782745112732
2013-07-25,1690.25,0.002556437358387509
2013-07-26,1691.65,0.0008282798402603486
2013-07-29,1685.33,-0.0037359973989892215
2013-07-30,1685.96,0.0003738140304867521
2013-07-31,1685.73,-0.00013642079290143716
2013-08-01,1706.87,0.01254056106256618
2013-08-02,1709.67,0.0016404295581973205
2013-08-05,1707.14,-0.001479817742605305
2013-08-06,1697.37,-0.005723022130581068
2013-08-07,1690.91,-0.003805887932507246
2013-08-08,1697.48,0.0038854817819991005
2013-08-09,1691.42,-0.003569997879209197
2013-08-12,1689.47,-0.0011528774639061323
2013-08-13,1694.16,0.0027760185146821215
2013-08-14,1685.39,-0.005176606695943664
2013-08-15,1661.32,-0.01428156094435129
2013-08-16,1655.83,-0.003304601160523002
2013-08-19,1646.06,-0.005900364167819139
2013-08-20,1652.35,0.0038212458841111463
2013-08-21,1642.8,-0.005779647169183222
2013-08-22,1656.96,0.008619430241051829
2013-08-23,1663.5,0.003946987253765855
2013-08-26,1656.78,-0.004039675383228136
2013-08-27,1630.48,-0.01587416555004284
2013-08-28,1634.96,0.002747657131642267
2013-08-29,1638.17,0.0019633507853402676
2013-08-30,1632.97,-0.003174273732274413
2013-09-03,1639.77,0.00416419162630044
2013-09-04,1653.08,0.008116992017173086
2013-09-05,1655.08,0.0012098628015582147
2013-09-06,1655.17,5.437803610708336e-05
2013-09-09,1671.71,0.00999293123969136
2013-09-10,1683.99,0.0073457716948512886
2013-09-11,1689.13,0.0030522746572130277
2013-09-12,1683.42,-0.00338043845056335
2013-09-13,1687.99,0.002714711717812568
2013-09-16,1697.6,0.0056931616893465264
2013-09-17,1704.76,0.004217719132893594
2013-09-18,1725.52,0.01217766723761704
2013-09-19,1722.34,-0.0018429227131532278
2013-09-20,1709.91,-0.007216925810234809
2013-09-23,1701.84,-0.0047195466428058275
2013-09-24,1697.42,-0.0025971889249282176
2013-09-25,1692.77,-0.0027394516383688616
2013-09-26,1698.67,0.0034854114853171136
2013-09-27,1691.75,-0.004073775365432963
2013-09-30,1681.55,-0.006029259642382212
2013-10-01,1695.0,0.007998572745383736
2013-10-02,1693.87,-0.0006666666666667043
2013-10-03,1678.66,-0.008979437619179631
2013-10-04,1690.5,0.007053244850058871
2013-10-07,1676.12,-0.008506359065365343
2013-10-08,1655.45,-0.012332052597665899
2013-10-09,1656.4,0.0005738620918782633
2013-10-10,1692.56,0.0218304757304999
2013-10-11,1703.2,0.006286335491799466
2013-10-14,1710.14,0.004074682949741781
2013-10-15,1698.06,-0.007063749166735023
2013-10-16,1721.54,0.013827544374168221
2013-10-17,1733.15,0.006743961801642717
2013-10-18,1744.5,0.00654876958139794
2013-10-21,1744.66,9.17168243050881e-05
2013-10-22,1754.67,0.0057375075946028975
2013-10-23,1746.38,-0.0047245350977676015
2013-10-24,1752.07,0.003258168325335653
2013-10-25,1759.77,0.004394801577562557
2013-10-28,1762.11,0.0013297192246712886
2013-10-29,1771.95,0.0055842143793520815
2013-10-30,1763.31,-0.004875984085329743
2013-10-31,1756.54,-0.0038393702752210768
2013-11-01,1761.64,0.0029034351623078436
2013-11-04,1767.93,0.003570536545491665
2013-11-05,1762.97,-0.0028055409433631606
2013-11-06,1770.49,0.004265529192215345
2013-11-07,1747.15,-0.013182791204694677
2013-11-08,1770.61,0.013427582062215393
2013-11-11,1771.89,0.000722914701713151
2013-11-12,1767.69,-0.0023703503039127494
2013-11-13,1782.0,0.008095310829387525
2013-11-14,1790.62,0.0048372615039280475
2013-11-15,1798.18,0.004222001317979451
2013-11-18,1791.53,-0.003698183719093806
2013-11-19,1787.87,-0.0020429465317355344
2013-11-20,1781.37,-0.003635611090291757
2013-11-21,1795.85,0.008128575197741128
2013-11-22,1804.76,0.00496143887295708
2013-11-25,1802.48,-0.0012633258715840645
2013-11-26,1802.75,0.00014979361768219235
2013-11-27,1807.23,0.0024850922202190873
2013-11-29,1805.81,-0.000785732861893651
2013-12-02,1800.9,-0.0027190014453346567
2013-12-03,1795.15,-0.0031928480204341803
2013-12-04,1792.81,-0.001303512241316973
2013-12-05,1785.03,-0.004339556338931572
2013-12-06,1805.09,0.011237906365719308
2013-12-09,1808.37,0.001817083912713402
2013-12-10,1802.62,-0.0031796590299552063
2013-12-11,1782.22,-0.011316861013413781
2013-12-12,1775.5,-0.0037705782675540034
2013-12-13,1775.32,-0.0001013798929879739
2013-12-16,1786.54,0.006319987382556347
2013-12-17,1781.0,-0.0031009661132691546
2013-12-18,1810.65,0.01664795058955648
2013-12-19,1809.6,-0.0005799022450502234
2013-12-20,1818.32,0.004818744473916947
2013-12-23,1827.99,0.005318095824717428
2013-12-24,1833.32,0.0029157708740199517
2013-12-26,1842.02,0.004745489058102237
2013-12-27,1841.4,-0.0003365870077414179
2013-12-30,1841.07,-0.00017921146953414624
2013-12-31,1848.36,0.003959653896918658
2014-01-02,1831.98,-0.008861910017529007
2014-01-03,1831.37,-0.000332973067391662
2014-01-06,1826.77,-0.0025117807979817552
2014-01-07,1837.88,0.006081772746432401
2014-01-08,1837.49,-0.0002122010142120434
2014-01-09,1838.13,0.00034830121524476176
2014-01-10,1842.37,0.0023066921273249275
2014-01-13,1819.2,-0.01257619262146037
2014-01-14,1838.88,0.010817941952506738
2014-01-15,1848.38,0.005166188114504422
2014-01-16,1845.89,-0.001347125591058096
2014-01-17,1838.7,-0.0038951400137603454
2014-01-21,1843.8,0.002773698808941072
2014-01-22,1844.86,0.0005748996637378045
2014-01-23,1828.46,-0.008889563435707792
2014-01-24,1790.29,-0.020875490850223777
2014-01-27,1781.56,-0.0048763049561803
2014-01-28,1792.5,0.006140685691192083
2014-01-29,1774.2,-0.010209205020920487
2014-01-30,1794.19,0.011267049938000318
2014-01-31,1782.59,-0.00646531303819553
2014-02-03,1741.89,-0.02283194677407585
2014-02-04,1755.2,0.00764112544420148
2014-02-05,1751.64,-0.0020282588878759444
2014-02-06,1773.43,0.01243977072914526
2014-02-07,1797.02,0.013301906475022829
2014-02-10,1799.84,0.0015692646715117498
2014-02-11,1819.75,0.011062094408391898
2014-02-12,1819.26,-0.0002692677565599988
2014-02-13,1829.83,0.005810054637599871
2014-02-14,1838.63,0.004809189924747104
2014-02-18,1840.76,0.0011584712530525731
2014-02-19,1828.75,-0.006524479019535456
2014-02-20,1839.78,0.006031442241968499
2014-02-21,1836.25,-0.0019187076715694307
2014-02-24,1847.61,0.006186521443158455
2014-02-25,1845.12,-0.0013476870118693807
2014-02-26,1845.16,2.167880679859735e-05
2014-02-27,1854.29,0.004948080383272879
2014-02-28,1859.45,0.00278273624945391
2014-03-03,1845.73,-0.007378525908198652
2014-03-04,1873.91,0.01526767186966671
2014-03-05,1873.81,-5.336435581226873e-05
2014-03-06,1877.03,0.0017184239597398676
2014-03-07,1878.04,0.0005380841009468007
2014-03-10,1877.17,-0.00046324891908577914
2014-03-11,1867.63,-0.0050821182950930854
2014-03-12,1868.2,0.00030519963804387373
2014-03-13,1846.34,-0.011701102665667595
2014-03-14,1841.13,-0.0028217988019539897
2014-03-17,1858.83,0.009613661175473576
2014-03-18,1872.25,0.007219595121662481
2014-03-19,1860.77,-0.006131659767659281
2014-03-20,1872.01,0.006040510111405606
2014-03-21,1866.52,-0.0029326766416846173
2014-03-24,1857.44,-0.004864667938195066
2014-03-25,1865.62,0.004403910758893792
2014-03-26,1852.56,-0.007000353769792356
2014-03-27,1849.04,-0.0019000734119272167
2014-03-28,1857.62,0.004640245749145455
2014-03-31,1872.34,0.007924117957386345
2014-04-01,1885.52,0.007039319781663611
2014-04-02,1890.9,0.002853324281895775
2014-04-03,1888.77,-0.0011264477233063896
2014-04-04,1865.09,-0.012537259698110481
2014-04-07,1845.04,-0.010750151467221358
2014-04-08,1851.96,0.003750596193036415
2014-04-09,1872.18,0.010918162379317087
2014-04-10,1833.08,-0.020884743988291765
2014-04-11,1815.69,-0.009486765443952216
2014-04-14,1830.61,0.008217261757238248
2014-04-15,1842.98,0.006757310404728489
2014-04-16,1862.31,0.01048844805695115
2014-04-17,1864.85,0.0013638975251166752
2014-04-21,1871.89,0.0037751025551653328
2014-04-22,1879.55,0.004092120797696275
2014-04-23,1875.39,-0.0022132957356812977
2014-04-24,1878.61,0.0017169762022830604
2014-04-25,1863.4,-0.008096411708656825
2014-04-28,1869.43,0.00323602017816893
2014-04-29,1878.33,0.004760809444589897
2014-04-30,1883.95,0.0029920195066894806
2014-05-01,1883.68,-0.00014331590541150074
2014-05-02,1881.14,-0.0013484243608256063
2014-05-05,1884.66,0.0018712057582104258
2014-05-06,1867.72,-0.008988358642938232
2014-05-07,1878.21,0.005616473561347535
2014-05-08,1875.63,-0.001373648314086262
2014-05-09,1878.48,0.0015194894515442314
2014-05-12,1896.65,0.009672714109279834
2014-05-13,1897.45,0.00042179632509942167
2014-05-14,1888.53,-0.0047010461408732995
2014-05-15,1870.85,-0.009361778737960291
2014-05-16,1877.86,0.0037469599379960083
2014-05-19,1885.09,0.0038501272725335323
2014-05-20,1872.83,-0.0065036682598709206
2014-05-21,1888.03,0.008116059653038521
2014-05-22,1892.49,0.002362250599831528
2014-05-23,1900.53,0.00424837119350685
2014-05-27,1911.91,0.005987803402208947
2014-05-28,1909.78,-0.0011140691768964928
2014-05-29,1920.03,0.005367110347788806
2014-05-30,1923.57,0.0018437211918562735
2014-06-02,1924.97,0.0007278133886472471
2014-06-03,1924.24,-0.0003792266892471696
2014-06-04,1927.88,0.00189165592649565
2014-06-05,1940.46,0.006525302404714051
2014-06-06,1949.44,0.0046277686734073065
2014-06-09,1951.27,0.0009387311227839756
2014-06-10,1950.79,-0.0002459936349147318
2014-06-11,1943.89,-0.0035370285884179786
2014-06-12,1930.11,-0.007088878485922656
2014-06-13,1936.16,0.0031345363735746368
2014-06-16,1937.78,0.0008367077101065767
2014-06-17,1941.99,0.0021725892516177847
2014-06-18,1956.98,0.007718886297045868
2014-06-19,1959.48,0.0012774785639098063
2014-06-20,1962.87,0.0017300508298119244
2014-06-23,1962.61,-0.0001324591032518807
2014-06-24,1949.98,-0.006435308084642322
2014-06-25,1959.53,0.0048974861280628446
2014-06-26,1957.22,-0.0011788541129760244
2014-06-27,1960.96,0.0019108735860047243
2014-06-30,1960.23,-0.0003722666449086365
2014-07-01,1973.32,0.006677787810614122
2014-07-02,1974.62,0.0006587882350557184
2014-07-03,1985.44,0.005479535302995053
2014-07-07,1977.65,-0.003923563542590047
2014-07-08,1963.71,-0.0070487700048037505
2014-07-09,1972.83,0.004644270284308805
2014-07-10,1964.68,-0.004131121282624384
2014-07-11,1967.57,0.001470977461978551
2014-07-14,1977.1,0.004843537968153511
2014-07-15,1973.28,-0.0019321228061301987
2014-07-16,1981.57,0.0042011270574879855
2014-07-17,1958.12,-0.011834050777918548
2014-07-18,1978.22,0.01026494801135791
2014-07-21,1973.63,-0.0023202677154209317
2014-07-22,1983.53,0.005016137776584273
2014-07-23,1987.01,0.0017544478782776096
2014-07-24,1987.98,0.00048817066849182744
2014-07-25,1978.34,-0.004849143351542851
2014-07-28,1978.91,0.0002881203433182655
2014-07-29,1969.95,-0.004527745071781997
2014-07-30,1970.07,6.091525165596856e-05
2014-07-31,1930.67,-0.019999289365352446
2014-08-01,1925.15,-0.0028591110857888458
2014-08-04,1938.99,0.007189050203880276
2014-08-05,1920.21,-0.009685454798632254
2014-08-06,1920.24,1.56232912025267e-05
2014-08-07,1909.57,-0.005556597092030158
2014-08-08,1931.59,0.011531391884036735
2014-08-11,1936.92,0.0027593847555642537
2014-08-12,1933.75,-0.001636618962063574
2014-08-13,1946.72,0.006707175177763425
2014-08-14,1955.18,0.004345771348730265
2014-08-15,1955.06,-6.137542323469969e-05
2014-08-18,1971.74,0.00853170746677856
2014-08-19,1981.6,0.005000659316136913
2014-08-20,1986.51,0.002477795720629894
2014-08-21,1992.37,0.002949897055640305
2014-08-22,1988.4,-0.0019926017757744274
2014-08-25,1997.92,0.004787769060551117
2014-08-26,2000.02,0.0010510931368623577
2014-08-27,2000.12,4.999950000494913e-05
2014-08-28,1996.74,-0.0016898986060835952
2014-08-29,2003.37,0.0033204122720034146
2014-09-02,2002.28,-0.0005440832197746159
2014-09-03,2000.72,-0.0007791118125336505
2014-09-04,1997.65,-0.0015344475988643413
2014-09-05,2007.71,0.005035917202713236
2014-09-08,2001.54,-0.0030731529952034986
2014-09-09,1988.44,-0.006544960380507003
2014-09-10,1995.69,0.0036460743095090287
2014-09-11,1997.45,0.0008819004955680221
2014-09-12,1985.54,-0.005962602317955423
2014-09-15,1984.13,-0.0007101342707775959
2014-09-16,1998.98,0.007484388623729243
2014-09-17,2001.57,0.0012956607870013848
2014-09-18,2011.36,0.004891160439055353
2014-09-19,2010.4,-0.00047728899848853423
2014-09-22,1994.29,-0.008013330680461617
2014-09-23,1982.77,-0.005776491884329715
2014-09-24,1998.3,0.007832476787524412
2014-09-25,1965.99,-0.0161687434319171
2014-09-26,1982.85,0.008575832023560492
2014-09-29,1977.8,-0.002546839145674107
2014-09-30,1972.29,-0.002785923753665709
2014-10-01,1946.16,-0.013248558781923436
2014-10-02,1946.17,5.138323673214984e-06
2014-10-03,1967.9,0.011165519969992266
2014-10-06,1964.82,-0.0015651201788710045
2014-10-07,1935.1,-0.015126067527814313
2014-10-08,1968.89,0.017461629889928165
2014-10-09,1928.21,-0.020661387888607274
2014-10-10,1906.13,-0.011451034897651202
2014-10-13,1874.74,-0.016467921915084505
2014-10-14,1877.7,0.0015788856054705924
2014-10-15,1862.49,-0.008100335516855739
2014-10-16,1862.76,0.0001449672213005293
2014-10-17,1886.76,0.01288410745345625
2014-10-20,1904.01,0.009142657253704778
2014-10-21,1941.28,0.019574477024805637
2014-10-22,1927.11,-0.0072993076732877915
2014-10-23,1950.82,0.012303397315150733
2014-10-24,1964.58,0.007053444192698377
2014-10-27,1961.63,-0.0015015932158526368
2014-10-28,1985.05,0.01193905068743839
2014-10-29,1982.3,-0.001385355532606214
2014-10-30,1994.65,0.006230136709882483
2014-10-31,2018.05,0.01173138144536634
2014-11-03,2017.81,-0.00011892668665292039
2014-11-04,2012.1,-0.0028298006254305896
2014-11-05,2023.57,0.005700511902986927
2014-11-06,2031.21,0.003775505665729373
2014-11-07,2031.92,0.0003495453448929542
2014-11-10,2038.26,0.0031202015827394014
2014-11-11,2039.68,0.0006966726521642208
2014-11-12,2038.25,-0.0007010903671164082
2014-11-13,2039.33,0.0005298663068808995
2014-11-14,2039.82,0.00024027499227696758
2014-11-17,2041.32,0.000735359002264957
2014-11-18,2051.8,0.005133932945349251
2014-11-19,2048.72,-0.0015011209669559822
2014-11-20,2052.75,0.001967081885274835
2014-11-21,2063.5,0.0052368773596394025
2014-11-24,2069.41,0.0028640659074388175
2014-11-25,2067.03,-0.0011500862564690628
2014-11-26,2072.83,0.002805958307329659
2014-11-28,2067.56,-0.002542417853852008
2014-12-01,2053.44,-0.006829306041904459
2014-12-02,2066.55,0.006384408602150504
2014-12-03,2074.33,0.003764728654036764
2014-12-04,2071.92,-0.001161820925310808
2014-12-05,2075.37,0.0016651222054904213
2014-12-08,2060.31,-0.0072565373885138396
2014-12-09,2059.82,-0.0002378282879760274
2014-12-10,2026.14,-0.016350943286306596
2014-12-11,2035.33,0.004535718163601654
2014-12-12,2002.33,-0.016213586985894146
2014-12-15,1989.63,-0.006342610858349973
2014-12-16,1972.74,-0.008489015545603995
2014-12-17,2012.89,0.020352403256384655
2014-12-18,2061.23,0.024015221894887473
2014-12-19,2070.65,0.0045700867928373246
2014-12-22,2078.54,0.0038103977012049484
2014-12-23,2082.17,0.001746418158899976
2014-12-24,2081.88,-0.00013927777270827946
2014-12-26,2088.77,0.0033095087132783974
2014-12-29,2090.57,0.0008617511741360051
2014-12-30,2080.35,-0.004888618893411967
2014-12-31,2058.9,-0.010310765015502099
2015-01-02,2058.2,-0.0003399873718977764
2015-01-05,2020.58,-0.018278107083859685
2015-01-06,2002.61,-0.008893486028764053
2015-01-07,2025.9,0.011629823080879564
2015-01-08,2062.14,0.017888345920331616
2015-01-09,2044.81,-0.008403891103416772
2015-01-12,2028.26,-0.008093661513783657
2015-01-13,2023.03,-0.0025785648782700177
2015-01-14,2011.27,-0.005813062584341333
2015-01-15,1992.67,-0.00924788815027322
2015-01-16,2019.42,0.013424199691870697
2015-01-20,2022.55,0.0015499499856392873
2015-01-21,2032.12,0.004731650639044682
2015-01-22,2063.15,0.01526976753341347
2015-01-23,2051.82,-0.005491602646438665
2015-01-26,2057.09,0.002568451423614171
2015-01-27,2029.55,-0.0133878439932138
2015-01-28,2002.16,-0.013495602473454604
2015-01-29,2021.25,0.009534702521277083
2015-01-30,1994.99,-0.012991960420531856
2015-02-02,2020.85,0.0129624709898295
2015-02-03,2050.03,0.01443946854046585
2015-02-04,2041.51,-0.004156036740925795
2015-02-05,2062.52,0.010291401952476242
2015-02-06,2055.47,-0.0034181486724977894
2015-02-09,2046.74,-0.004247203802536514
2015-02-10,2068.59,0.010675513255225422
2015-02-11,2068.53,-2.9005264455483903e-05
2015-02-12,2088.48,0.009644530173601451
2015-02-13,2096.99,0.004074733777675421
2015-02-17,2100.34,0.0015975278852071728
2015-02-18,2099.68,-0.00031423483816916953
2015-02-19,2097.45,-0.0010620666006249113
2015-02-20,2110.3,0.0061264869245991616
2015-02-23,2109.66,-0.0003032744159600087
2015-02-24,2115.48,0.002758738374904146
2015-02-25,2113.86,-0.0007657836519371353
2015-02-26,2110.74,-0.0014759728648067183
2015-02-27,2104.5,-0.002956309161715742
2015-03-02,2117.39,0.0061249703017343116
2015-03-03,2107.78,-0.004538606491954589
2015-03-04,2098.53,-0.0043885035440131
2015-03-05,2101.04,0.0011960753479816066
2015-03-06,2071.26,-0.014173932909416154
2015-03-09,2079.43,0.003944458928381467
2015-03-10,2044.16,-0.016961378839393415
2015-03-11,2040.24,-0.0019176581089542788
2015-03-12,2065.95,0.012601458651923192
2015-03-13,2053.4,-0.006074687189912553
2015-03-16,2081.19,0.01353365150482122
2015-03-17,2074.28,-0.003320215838054086
2015-03-18,2099.5,0.012158435698169878
2015-03-19,2089.27,-0.004872588711598014
2015-03-20,2108.1,0.009012717360609157
2015-03-23,2104.42,-0.0017456477396706749
2015-03-24,2091.5,-0.006139458853270718
2015-03-25,2061.05,-0.014558928998326448
2015-03-26,2056.15,-0.0023774289803740745
2015-03-27,2061.02,0.002368504243367431
2015-03-30,2086.24,0.012236659518102488
2015-03-31,2067.89,-0.008795728200015285
2015-04-01,2059.69,-0.003965394677666545
2015-04-02,2066.96,0.0035296573756244953
2015-04-06,2080.62,0.006608739404729613
2015-04-07,2076.33,-0.0020618853995443276
2015-04-08,2081.9,0.0026826178882932705
2015-04-09,2091.18,0.004457466737115112
2015-04-10,2102.06,0.005202804158417784
2015-04-13,2092.43,-0.004581220326727142
2015-04-14,2095.84,0.0016296841471401535
2015-04-15,2106.63,0.005148293762882616
2015-04-16,2104.99,-0.0007784945624055295
2015-04-17,2081.18,-0.01131121763048748
